pclass,age,sibsp,parch,fare,survived,sex_male,embarked_Q,embarked_S,pclass_ordinal,fare_per_class_unit,family_size,class_fare_interaction,fare_log,age_group,survived_label,class_label,age_zscore,fare_zscore,is_alone,high_fare,fare_quartile,class_survival_rate
1,27.3,0,0,54.79,1,True,False,False,3,18.26333333333333,1,1.5962070229375829,4.021594641857437,Adult,Survived,1st Class,-0.1204,0.5318,1,1,Q4_high,0.6343
1,43.4,0,2,87.5,1,False,False,False,3,29.166666666666668,3,3.660589453777103,4.483002552013883,Middle-Aged,Survived,1st Class,1.2066,1.2195,0,1,Q4_high,0.6343
1,20.6,1,0,72.79,1,True,False,False,3,24.263333333333332,2,2.7322169206786824,4.301223221070275,Adult,Survived,1st Class,-0.6727,0.9102,0,1,Q4_high,0.6343
3,3.2,0,1,7.87,0,True,False,True,1,7.87,2,-0.454997370169183,2.1826747963214883,Child,Did Not Survive,3rd Class,-2.1068,-0.4547,0,0,Q2_mid_low,0.2439
3,9.0,0,0,11.87,0,True,False,True,1,11.87,1,-0.3708484888550275,2.554899021608035,Child,Did Not Survive,3rd Class,-1.6288,-0.3706,1,1,Q3_mid_high,0.2439
3,26.1,0,1,7.71,0,True,True,False,1,7.71,2,-0.4583633254217493,2.1644717908644115,Adult,Did Not Survive,3rd Class,-0.2193,-0.4581,0,0,Q2_mid_low,0.2439
3,26.3,0,3,14.96,0,False,False,True,1,14.96,4,-0.3058434780398424,2.7700855920216627,Adult,Did Not Survive,3rd Class,-0.2029,-0.3057,0,1,Q3_mid_high,0.2439
1,28.4,0,1,148.91,1,True,False,True,3,49.63666666666666,2,7.536276554903819,5.010035114024223,Adult,Survived,1st Class,-0.0298,2.5107,0,1,Q4_high,0.6343
1,49.9,0,1,7.68,1,True,False,False,3,2.56,2,-1.3769833260948163,2.1610215286722587,Middle-Aged,Survived,1st Class,1.7423,-0.4587,0,0,Q2_mid_low,0.6343
3,30.0,2,0,2.73,0,False,False,True,1,2.73,3,-0.5631286826578729,1.316408233655724,Adult,Did Not Survive,3rd Class,0.1021,-0.5628,0,0,Q1_low,0.2439
3,36.4,0,0,6.43,0,True,False,True,1,6.43,1,-0.485290967442279,2.005525858729668,Middle-Aged,Did Not Survive,3rd Class,0.6296,-0.485,1,0,Q2_mid_low,0.2439
1,21.2,2,0,16.38,1,True,False,True,3,5.46,3,-0.8279118755199518,2.8553201198372458,Adult,Survived,1st Class,-0.6232,-0.2758,0,1,Q3_mid_high,0.6343
3,16.2,0,2,1.0,0,True,False,True,1,1.0,3,-0.5995230738262451,0.6931471805599453,Youth,Did Not Survive,3rd Class,-1.0353,-0.5992,0,0,Q1_low,0.2439
3,22.0,0,1,18.43,0,True,False,True,1,18.43,2,-0.2328443234998125,2.9668182633893485,Adult,Did Not Survive,3rd Class,-0.5573,-0.2327,0,1,Q3_mid_high,0.2439
2,42.2,3,2,5.0,1,True,False,True,2,2.5,6,-1.0307483850241792,1.791759469228055,Middle-Aged,Survived,2nd Class,1.1077,-0.5151,0,0,Q1_low,0.4615
3,59.4,2,1,12.56,1,False,False,True,1,12.56,4,-0.3563328068283358,2.6071242825122494,Middle-Aged,Survived,3rd Class,2.5254,-0.3561,0,1,Q3_mid_high,0.2439
3,19.9,0,1,21.02,0,True,False,True,1,21.02,2,-0.1783579228488968,3.091951131294534,Adult,Did Not Survive,3rd Class,-0.7304,-0.1783,0,1,Q3_mid_high,0.2439
2,31.9,0,1,16.65,0,False,False,False,2,8.325,2,-0.5405811513692236,2.8707357833793057,Adult,Did Not Survive,2nd Class,0.2587,-0.2701,0,1,Q3_mid_high,0.4615
1,64.6,0,1,128.7,0,True,True,False,3,42.9,2,6.260789886384508,4.865224091322398,Senior,Did Not Survive,1st Class,2.954,2.0858,0,1,Q4_high,0.6343
1,27.2,2,1,105.51,0,False,False,True,3,35.17,4,4.797230468128058,4.6682388774550745,Adult,Did Not Survive,1st Class,-0.1287,1.5982,0,1,Q4_high,0.6343
2,9.3,0,3,10.23,1,False,False,True,2,5.115,4,-0.8106990603876626,2.418588768750352,Child,Survived,2nd Class,-1.6041,-0.4051,0,0,Q2_mid_low,0.4615
3,29.1,0,0,32.9,0,True,True,False,1,32.9,1,0.0715642546541449,3.5234150143864045,Adult,Did Not Survive,3rd Class,0.0279,0.0715,1,1,Q4_high,0.2439
3,32.7,0,2,15.3,1,False,False,True,1,15.3,3,-0.2986908231281392,2.791165107812717,Adult,Survived,3rd Class,0.3247,-0.2985,0,1,Q3_mid_high,0.2439
2,32.1,0,0,5.0,0,True,True,False,2,2.5,1,-1.0307483850241792,1.791759469228055,Adult,Did Not Survive,2nd Class,0.2752,-0.5151,1,0,Q1_low,0.4615
1,48.8,0,2,207.49,1,True,False,True,3,69.16333333333334,3,11.233357655441242,5.339891078457965,Middle-Aged,Survived,1st Class,1.6517,3.7423,0,1,Q4_high,0.6343
3,28.4,0,0,15.99,0,True,False,True,1,15.99,1,-0.2841751411014473,2.8326249356838407,Adult,Did Not Survive,3rd Class,-0.0298,-0.284,1,1,Q3_mid_high,0.2439
3,28.4,1,2,4.06,0,True,False,True,1,4.06,4,-0.5351491796209162,1.6213664832993742,Adult,Did Not Survive,3rd Class,-0.0298,-0.5348,0,0,Q1_low,0.2439
3,14.0,0,0,2.07,0,True,True,False,1,2.07,1,-0.5770132480747086,1.1216775615991057,Youth,Did Not Survive,3rd Class,-1.2167,-0.5767,1,0,Q1_low,0.2439
3,27.6,0,0,2.47,1,False,False,True,1,2.47,1,-0.568598359943293,1.244154593958768,Adult,Survived,3rd Class,-0.0957,-0.5683,1,0,Q1_low,0.2439
3,28.4,2,0,10.85,1,True,False,True,1,10.85,3,-0.3923064535901372,2.47232786758114,Adult,Survived,3rd Class,-0.0298,-0.3921,0,0,Q2_mid_low,0.2439
1,37.0,0,1,141.64,1,False,False,False,3,47.21333333333333,2,7.077454779538385,4.9603239735548845,Middle-Aged,Survived,1st Class,0.6791,2.3578,0,1,Q4_high,0.6343
1,31.4,0,0,165.05,1,True,False,True,3,55.01666666666667,1,8.554898763211673,5.112288947822756,Adult,Survived,1st Class,0.2175,2.85,1,1,Q4_high,0.6343
1,28.4,0,0,80.3,1,True,False,True,3,26.766666666666666,1,3.206185494680663,4.398146016553765,Adult,Survived,1st Class,-0.0298,1.0681,1,1,Q4_high,0.6343
2,40.5,0,0,69.12,1,False,False,True,2,34.56,1,1.667064749907646,4.250208060053033,Middle-Aged,Survived,2nd Class,0.9676,0.8331,1,1,Q4_high,0.4615
3,5.4,0,4,12.3,0,True,False,True,1,12.3,5,-0.3618024841137558,2.5877640352277083,Child,Did Not Survive,3rd Class,-1.9255,-0.3616,0,1,Q3_mid_high,0.2439
2,25.1,0,0,8.22,0,True,False,False,2,4.11,1,-0.8952686861083888,2.221375037568502,Adult,Did Not Survive,2nd Class,-0.3018,-0.4474,1,0,Q2_mid_low,0.4615
3,2.1,0,1,11.81,0,False,True,False,1,11.81,2,-0.3721107220747399,2.550226115908643,Child,Did Not Survive,3rd Class,-2.1975,-0.3719,0,1,Q3_mid_high,0.2439
3,27.3,0,0,35.96,0,True,False,True,1,35.96,1,0.1359381488594739,3.609836246773484,Adult,Did Not Survive,3rd Class,-0.1204,0.1359,1,1,Q4_high,0.2439
1,28.4,0,1,33.23,1,False,False,False,3,11.076666666666666,2,0.2355196120876882,3.533102452542094,Adult,Survived,1st Class,-0.0298,0.0785,0,1,Q4_high,0.6343
3,28.4,1,0,6.03,0,True,False,True,1,6.03,2,-0.4937058555736945,1.9501867058225733,Adult,Did Not Survive,3rd Class,-0.0298,-0.4934,0,0,Q2_mid_low,0.2439
2,31.6,0,1,10.09,1,False,False,False,2,5.045,2,-0.8165894820796535,2.406043801362276,Adult,Survived,2nd Class,0.234,-0.4081,0,0,Q2_mid_low,0.4615
1,50.0,0,1,184.22,1,True,False,True,3,61.406666666666666,2,9.764749304305942,5.221544307742123,Middle-Aged,Survived,1st Class,1.7506,3.2531,0,1,Q4_high,0.6343
1,34.7,0,0,19.36,1,False,False,False,3,6.453333333333333,1,-0.6398391257828142,3.013572191682322,Adult,Survived,1st Class,0.4895,-0.2132,1,1,Q3_mid_high,0.6343
3,17.5,2,0,1.0,0,True,True,False,1,1.0,3,-0.5995230738262451,0.6931471805599453,Youth,Did Not Survive,3rd Class,-0.9282,-0.5992,0,0,Q1_low,0.2439
3,28.4,1,0,6.62,0,False,False,True,1,6.62,2,-0.4812938955798566,2.030776369698555,Adult,Did Not Survive,3rd Class,-0.0298,-0.481,0,0,Q2_mid_low,0.2439
2,28.4,1,1,5.0,1,False,True,False,2,2.5,3,-1.0307483850241792,1.791759469228055,Adult,Survived,2nd Class,-0.0298,-0.5151,0,0,Q1_low,0.4615
3,28.4,0,0,32.72,1,False,False,True,1,32.72,1,0.0677775549950079,3.518091133133655,Adult,Survived,3rd Class,-0.0298,0.0677,1,1,Q4_high,0.2439
1,28.4,0,0,47.25,1,False,False,True,3,15.75,1,1.1203450991060335,3.876395827784995,Adult,Survived,1st Class,-0.0298,0.3732,1,1,Q4_high,0.6343
2,21.5,0,0,5.64,0,True,False,False,2,2.82,1,-1.0038207430036494,1.8931119634883424,Adult,Did Not Survive,2nd Class,-0.5985,-0.5016,1,0,Q2_mid_low,0.4615
3,28.4,0,0,7.19,1,False,False,True,1,7.19,1,-0.4693026799925894,2.102913897864978,Adult,Survived,3rd Class,-0.0298,-0.469,1,0,Q2_mid_low,0.2439
3,28.4,4,0,28.95,0,True,False,True,1,28.95,5,-0.0115327656435835,3.3995293245614584,Adult,Did Not Survive,3rd Class,-0.0298,-0.0115,0,1,Q3_mid_high,0.2439
3,41.4,0,0,1.0,0,True,False,True,1,1.0,1,-0.5995230738262451,0.6931471805599453,Middle-Aged,Did Not Survive,3rd Class,1.0417,-0.5992,1,0,Q1_low,0.2439
3,28.4,1,0,60.63,0,True,False,True,1,60.63,2,0.654926374364528,4.121148764974151,Adult,Did Not Survive,3rd Class,-0.0298,0.6546,0,1,Q4_high,0.2439
3,12.3,0,1,3.27,1,True,False,False,1,3.27,2,-0.5517685836804619,1.4516138272405332,Youth,Survived,3rd Class,-1.3568,-0.5515,0,0,Q1_low,0.2439
2,33.1,0,0,5.0,0,True,False,False,2,2.5,1,-1.0307483850241792,1.791759469228055,Adult,Did Not Survive,2nd Class,0.3576,-0.5151,1,0,Q1_low,0.4615
3,11.1,0,0,10.4,0,True,False,True,1,10.4,1,-0.4017732027379797,2.4336133554004498,Child,Did Not Survive,3rd Class,-1.4557,-0.4015,1,0,Q2_mid_low,0.2439
3,36.2,0,0,7.11,0,False,False,True,1,7.11,1,-0.4709856576188726,2.093097868127322,Middle-Aged,Did Not Survive,3rd Class,0.6131,-0.4707,1,0,Q2_mid_low,0.2439
3,1.0,1,2,1.43,0,True,False,True,1,1.43,4,-0.5904770690849734,0.8878912573524571,Child,Did Not Survive,3rd Class,-2.2882,-0.5901,0,0,Q1_low,0.2439
3,15.6,1,2,20.25,0,False,False,True,1,20.25,4,-0.1945565825018718,3.056356895370426,Youth,Did Not Survive,3rd Class,-1.0848,-0.1944,0,1,Q3_mid_high,0.2439
3,13.6,0,0,26.16,1,True,False,False,1,26.16,1,-0.070226610360207,3.3017453026904957,Youth,Survived,3rd Class,-1.2496,-0.0702,1,1,Q3_mid_high,0.2439
3,30.3,0,2,3.21,1,True,False,True,1,3.21,3,-0.5530308169001742,1.43746264769429,Adult,Survived,3rd Class,0.1268,-0.5527,0,0,Q1_low,0.2439
2,36.1,0,0,36.21,0,False,False,False,2,18.105,1,0.2823949078832173,3.6165775423585313,Middle-Aged,Did Not Survive,2nd Class,0.6049,0.1411,1,1,Q4_high,0.4615
3,28.4,1,4,3.19,0,True,False,True,1,3.19,6,-0.553451561306745,1.4327007339340465,Adult,Did Not Survive,3rd Class,-0.0298,-0.5531,0,0,Q1_low,0.2439
3,29.0,0,0,17.51,0,False,False,True,1,17.51,1,-0.2521985662020682,2.9183111265854063,Adult,Did Not Survive,3rd Class,0.0197,-0.2521,1,1,Q3_mid_high,0.2439
2,28.4,1,1,5.0,0,False,False,True,2,2.5,3,-1.0307483850241792,1.791759469228055,Adult,Did Not Survive,2nd Class,-0.0298,-0.5151,0,0,Q1_low,0.4615
2,29.1,0,0,6.85,0,True,False,True,2,3.425,1,-0.9529106698085856,2.060513531794317,Adult,Did Not Survive,2nd Class,0.0279,-0.4762,1,0,Q2_mid_low,0.4615
3,43.8,0,5,4.04,0,False,False,True,1,4.04,6,-0.5355699240274869,1.6174060820832772,Middle-Aged,Did Not Survive,3rd Class,1.2395,-0.5353,0,0,Q1_low,0.2439
3,20.0,0,2,9.24,0,True,True,False,1,9.24,3,-0.4261763783190848,2.3263016196113617,Adult,Did Not Survive,3rd Class,-0.7221,-0.4259,0,0,Q2_mid_low,0.2439
3,28.4,0,0,4.52,0,True,False,True,1,4.52,1,-0.5254720582697883,1.7083778602890038,Adult,Did Not Survive,3rd Class,-0.0298,-0.5252,1,0,Q1_low,0.2439
1,27.4,0,1,5.0,0,False,False,True,3,1.6666666666666667,2,-1.5461225775362688,1.791759469228055,Adult,Did Not Survive,1st Class,-0.1122,-0.5151,0,0,Q1_low,0.6343
3,14.7,2,0,6.9,0,False,False,True,1,6.9,3,-0.4754034738878657,2.066862759472976,Youth,Did Not Survive,3rd Class,-1.159,-0.4751,0,0,Q2_mid_low,0.2439
1,28.4,0,0,5.0,0,True,False,True,3,1.6666666666666667,1,-1.5461225775362688,1.791759469228055,Adult,Did Not Survive,1st Class,-0.0298,-0.5151,1,0,Q1_low,0.6343
3,28.4,0,3,13.56,0,True,False,True,1,13.56,4,-0.3352955864997968,2.67827804276854,Adult,Did Not Survive,3rd Class,-0.0298,-0.3351,0,1,Q3_mid_high,0.2439
3,11.8,1,0,12.65,1,True,False,False,1,12.65,2,-0.3544394569987672,2.613739521630969,Child,Survived,3rd Class,-1.398,-0.3542,0,1,Q3_mid_high,0.2439
1,28.4,0,1,5.0,1,False,False,False,3,1.6666666666666667,2,-1.5461225775362688,1.791759469228055,Adult,Survived,1st Class,-0.0298,-0.5151,0,0,Q1_low,0.6343
1,28.4,0,0,167.95,1,False,False,False,3,55.98333333333333,1,8.73792258006996,5.129602813160299,Adult,Survived,1st Class,-0.0298,2.911,1,1,Q4_high,0.6343
3,27.6,0,0,10.29,0,True,False,True,1,10.29,1,-0.404087296974119,2.4239173781615704,Adult,Did Not Survive,3rd Class,-0.0957,-0.4039,1,0,Q2_mid_low,0.2439
2,25.2,0,2,29.71,0,False,False,True,2,14.855,3,0.0089110436122119,3.424588334452731,Adult,Did Not Survive,2nd Class,-0.2935,0.0045,0,1,Q4_high,0.4615
3,34.4,1,0,5.57,0,True,False,True,1,5.57,2,-0.5033829769248225,1.8825138324965192,Adult,Did Not Survive,3rd Class,0.4648,-0.5031,0,0,Q2_mid_low,0.2439
3,45.8,1,1,13.34,1,True,False,True,1,13.34,3,-0.3399237749720754,2.663052835171474,Middle-Aged,Survived,3rd Class,1.4044,-0.3397,0,1,Q3_mid_high,0.2439
2,28.2,0,0,34.22,1,True,False,True,2,17.11,1,0.1986667709756325,3.56161410306806,Adult,Survived,2nd Class,-0.0463,0.0993,1,1,Q4_high,0.4615
2,20.8,0,0,26.77,1,False,False,False,2,13.385,1,-0.1147878119195966,3.323956301318708,Adult,Survived,2nd Class,-0.6562,-0.0574,1,1,Q3_mid_high,0.4615
1,51.5,2,0,162.28,1,False,False,False,3,54.09333333333333,3,8.380079462281515,5.095466518501589,Middle-Aged,Survived,1st Class,1.8742,2.7918,0,1,Q4_high,0.6343
3,45.4,0,0,27.39,0,True,True,False,1,27.39,1,-0.0443508293561042,3.34603697048488,Middle-Aged,Did Not Survive,3rd Class,1.3714,-0.0443,1,1,Q3_mid_high,0.2439
3,19.3,1,1,4.64,0,False,False,True,1,4.64,3,-0.5229475918303637,1.7298840655099674,Adult,Did Not Survive,3rd Class,-0.7798,-0.5227,0,0,Q1_low,0.2439
2,33.6,1,0,22.51,1,False,False,True,2,11.255,2,-0.2940249291187478,3.157425862551978,Adult,Survived,2nd Class,0.3988,-0.1469,0,1,Q3_mid_high,0.4615
2,28.4,3,3,5.0,0,False,False,True,2,2.5,7,-1.0307483850241792,1.791759469228055,Adult,Did Not Survive,2nd Class,-0.0298,-0.5151,0,0,Q1_low,0.4615
1,39.4,0,1,38.8,1,True,False,False,3,12.933333333333332,2,0.5870515637775728,3.683866912290392,Middle-Aged,Survived,1st Class,0.8769,0.1956,0,1,Q4_high,0.6343
3,5.3,4,0,6.31,1,True,False,False,1,6.31,5,-0.4878154338817037,1.9892432737616872,Child,Survived,3rd Class,-1.9337,-0.4875,0,0,Q2_mid_low,0.2439
3,39.1,2,0,24.2,1,False,True,False,1,24.2,3,-0.1114595622041432,3.226843994517377,Middle-Aged,Survived,3rd Class,0.8522,-0.1114,0,1,Q3_mid_high,0.2439
3,28.4,1,0,9.11,0,True,False,True,1,9.11,2,-0.4289112169617949,2.31352503303238,Adult,Did Not Survive,3rd Class,-0.0298,-0.4287,0,0,Q2_mid_low,0.2439
2,52.5,0,2,16.1,1,True,False,True,2,8.05,3,-0.5637220937306162,2.8390784635086144,Middle-Aged,Survived,2nd Class,1.9566,-0.2817,0,1,Q3_mid_high,0.4615
3,30.1,0,3,34.0,0,False,False,True,1,34.0,4,0.0947051970155377,3.555348061489413,Adult,Did Not Survive,3rd Class,0.1104,0.0947,0,1,Q4_high,0.2439
2,27.9,0,0,6.94,1,True,True,False,2,3.47,1,-0.9491239701494484,2.0719132752590443,Adult,Survived,2nd Class,-0.071,-0.4743,1,0,Q2_mid_low,0.4615
3,28.4,0,3,29.5,1,False,False,True,1,29.5,4,3.770553711281067e-05,3.417726683613366,Adult,Survived,3rd Class,-0.0298,0.0,0,1,Q3_mid_high,0.2439
3,28.4,0,0,1.0,0,False,True,False,1,1.0,1,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,-0.0298,-0.5992,1,0,Q1_low,0.2439
3,24.4,2,0,1.44,0,True,False,True,1,1.44,3,-0.590266696881688,0.8919980393051105,Adult,Did Not Survive,3rd Class,-0.3595,-0.5899,0,0,Q1_low,0.2439
3,17.8,0,0,14.89,0,True,True,False,1,14.89,1,-0.3073160834628402,2.7656899805486246,Youth,Did Not Survive,3rd Class,-0.9035,-0.3071,1,1,Q3_mid_high,0.2439
2,22.3,0,0,22.77,0,True,False,True,2,11.385,1,-0.2830855745479076,3.1684242813721024,Adult,Did Not Survive,2nd Class,-0.5326,-0.1415,1,1,Q3_mid_high,0.4615
3,19.0,2,1,24.07,0,False,False,True,1,24.07,4,-0.1141944008468532,3.221671912170202,Adult,Did Not Survive,3rd Class,-0.8045,-0.1141,0,1,Q3_mid_high,0.2439
3,28.4,2,0,9.07,0,False,False,True,1,9.07,3,-0.4297527057749364,2.309560706730471,Adult,Did Not Survive,3rd Class,-0.0298,-0.4295,0,0,Q2_mid_low,0.2439
1,68.1,0,0,102.82,1,False,False,True,3,34.27333333333333,1,4.627460100076749,4.642658630399083,Senior,Survived,1st Class,3.2424,1.5416,1,1,Q4_high,0.6343
3,28.4,0,0,1.65,0,True,False,True,1,1.65,1,-0.5858488806126949,0.9745596399981308,Adult,Did Not Survive,3rd Class,-0.0298,-0.5855,1,0,Q1_low,0.2439
1,36.4,0,0,11.77,1,True,False,False,3,3.923333333333333,1,-1.1188566326636442,2.547098670044448,Middle-Aged,Survived,1st Class,0.6296,-0.3727,1,1,Q3_mid_high,0.6343
1,35.0,0,0,21.83,1,True,False,False,3,7.276666666666666,1,-0.4839533231483413,3.1280754605417043,Adult,Survived,1st Class,0.5142,-0.1612,1,1,Q3_mid_high,0.6343
3,17.7,1,0,16.19,0,True,False,True,1,16.19,2,-0.2799676970357396,2.844327819394758,Youth,Did Not Survive,3rd Class,-0.9117,-0.2798,0,1,Q3_mid_high,0.2439
1,47.6,0,0,54.87,1,True,False,False,3,18.29,1,1.6012559558164323,4.023027563471057,Middle-Aged,Survived,1st Class,1.5528,0.5335,1,1,Q4_high,0.6343
3,23.9,1,0,9.41,0,True,False,True,1,9.41,2,-0.4226000508632332,2.342766882626877,Adult,Did Not Survive,3rd Class,-0.4007,-0.4224,0,0,Q2_mid_low,0.2439
3,20.6,3,0,6.24,0,False,False,True,1,6.24,4,-0.4892880393047015,1.979621206397625,Adult,Did Not Survive,3rd Class,-0.6727,-0.489,0,0,Q2_mid_low,0.2439
3,14.1,1,2,1.07,0,True,False,True,1,1.07,4,-0.5980504684032474,0.7275486072772778,Youth,Did Not Survive,3rd Class,-1.2084,-0.5977,0,0,Q1_low,0.2439
3,35.7,0,0,1.0,1,True,False,True,1,1.0,1,-0.5995230738262451,0.6931471805599453,Middle-Aged,Survived,3rd Class,0.5719,-0.5992,1,0,Q1_low,0.2439
2,26.1,0,0,5.0,0,False,False,True,2,2.5,1,-1.0307483850241792,1.791759469228055,Adult,Did Not Survive,2nd Class,-0.2193,-0.5151,1,0,Q1_low,0.4615
1,28.3,1,0,60.22,1,True,False,True,3,20.07333333333333,2,1.938903342089481,4.114473933517266,Adult,Survived,1st Class,-0.038,0.6459,0,1,Q4_high,0.6343
3,1.0,0,0,6.97,0,False,False,True,1,6.97,1,-0.4739308684648681,2.075684492802124,Child,Did Not Survive,3rd Class,-2.2882,-0.4737,1,0,Q2_mid_low,0.2439
3,21.9,0,1,67.2,0,True,False,True,1,67.2,2,0.7931409119230284,4.222444564849416,Adult,Did Not Survive,3rd Class,-0.5655,0.7927,0,1,Q4_high,0.2439
2,28.4,0,1,46.67,1,True,False,True,2,23.335,2,0.7224935571562507,3.864302269216734,Adult,Survived,2nd Class,-0.0298,0.361,0,1,Q4_high,0.4615
3,22.7,1,2,1.0,0,False,True,False,1,1.0,4,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,-0.4996,-0.5992,0,0,Q1_low,0.2439
3,14.7,0,0,1.0,0,False,False,True,1,1.0,1,-0.5995230738262451,0.6931471805599453,Youth,Did Not Survive,3rd Class,-1.159,-0.5992,1,0,Q1_low,0.2439
3,28.4,0,0,1.0,0,True,False,True,1,1.0,1,-0.5995230738262451,0.6931471805599453,Adult,Did Not Survive,3rd Class,-0.0298,-0.5992,1,0,Q1_low,0.2439
3,29.9,1,0,1.84,0,True,True,False,1,1.84,2,-0.5818518087502725,1.043804052173115,Adult,Did Not Survive,3rd Class,0.0939,-0.5815,0,0,Q1_low,0.2439
3,18.4,0,5,20.37,0,True,False,True,1,20.37,6,-0.1920321160624471,3.0619880693310564,Adult,Did Not Survive,3rd Class,-0.854,-0.1919,0,1,Q3_mid_high,0.2439
3,14.9,1,3,5.11,0,False,False,True,1,5.11,5,-0.5130600982759503,1.809926773183504,Youth,Did Not Survive,3rd Class,-1.1425,-0.5128,0,0,Q2_mid_low,0.2439
3,27.4,0,2,9.35,1,False,True,False,1,9.35,3,-0.4238622840829456,2.336986519711378,Adult,Survived,3rd Class,-0.1122,-0.4236,0,0,Q2_mid_low,0.2439
1,51.7,0,0,228.8,0,True,False,False,3,76.26666666666667,1,12.57826715104473,5.437209365414655,Middle-Aged,Did Not Survive,1st Class,1.8907,4.1904,1,1,Q4_high,0.6343
3,30.5,0,0,9.11,0,True,False,True,1,9.11,1,-0.4289112169617949,2.31352503303238,Adult,Did Not Survive,3rd Class,0.1433,-0.4287,1,0,Q2_mid_low,0.2439
2,20.6,0,0,10.79,0,False,False,True,2,5.395,1,-0.7871373736196992,2.4672517145492794,Adult,Did Not Survive,2nd Class,-0.6727,-0.3933,1,0,Q2_mid_low,0.4615
2,16.3,0,0,15.27,0,True,False,True,2,7.635,1,-0.5986438794759908,2.7893229212309465,Youth,Did Not Survive,2nd Class,-1.0271,-0.2992,1,1,Q3_mid_high,0.4615
3,28.4,0,0,4.5,0,True,False,True,1,4.5,1,-0.5258928026763591,1.7047480922384253,Adult,Did Not Survive,3rd Class,-0.0298,-0.5256,1,0,Q1_low,0.2439
1,67.7,0,0,22.98,1,True,False,False,3,7.66,1,-0.4113749130148819,3.177220149599368,Senior,Survived,1st Class,3.2095,-0.137,1,1,Q3_mid_high,0.6343
3,14.4,2,0,5.47,0,True,False,True,1,5.47,3,-0.5054866989576764,1.867176108512809,Youth,Did Not Survive,3rd Class,-1.1837,-0.5052,0,0,Q2_mid_low,0.2439
1,30.9,0,0,34.48,1,True,False,False,3,11.493333333333332,1,0.314409188319709,3.5689691574413787,Adult,Survived,1st Class,0.1763,0.1047,1,1,Q4_high,0.6343
3,20.3,0,0,9.31,0,True,True,False,1,9.31,1,-0.4247037728960871,2.333114298028869,Adult,Did Not Survive,3rd Class,-0.6974,-0.4245,1,0,Q2_mid_low,0.2439
3,28.4,0,0,1.37,0,True,False,True,1,1.37,1,-0.5917393023046857,0.8628899551470398,Adult,Did Not Survive,3rd Class,-0.0298,-0.5914,1,0,Q1_low,0.2439
1,41.0,0,1,45.65,1,False,False,False,3,15.216666666666669,2,1.0193664415290469,3.8426729272933526,Middle-Aged,Survived,1st Class,1.0088,0.3396,0,1,Q4_high,0.6343
1,49.9,0,0,5.0,1,True,False,True,3,1.6666666666666667,1,-1.5461225775362688,1.791759469228055,Middle-Aged,Survived,1st Class,1.7423,-0.5151,1,0,Q1_low,0.6343
2,42.5,0,0,13.46,0,True,False,True,2,6.73,1,-0.6747986170653015,2.671386216730619,Middle-Aged,Did Not Survive,2nd Class,1.1324,-0.3372,1,1,Q3_mid_high,0.4615
3,27.6,3,0,34.02,0,False,False,False,1,34.02,4,0.0951259414221085,3.555919326857706,Adult,Did Not Survive,3rd Class,-0.0957,0.0951,0,1,Q4_high,0.2439
1,42.3,0,0,128.27,1,True,True,False,3,42.75666666666667,1,6.233651872160693,4.861903240295856,Middle-Aged,Survived,1st Class,1.1159,2.0767,1,1,Q4_high,0.6343
1,28.4,0,0,43.25,0,True,False,True,3,14.416666666666666,1,0.8678984551635671,3.7898553714539385,Adult,Did Not Survive,1st Class,-0.0298,0.2891,1,1,Q4_high,0.6343
1,28.4,0,0,11.78,0,False,False,True,3,3.9266666666666654,1,-1.1182255160537884,2.5478814489493886,Adult,Did Not Survive,1st Class,-0.0298,-0.3725,1,1,Q3_mid_high,0.6343
3,34.1,2,0,1.38,0,False,True,False,1,1.38,3,-0.5915289301014004,0.8671004876833833,Adult,Did Not Survive,3rd Class,0.44,-0.5912,0,0,Q1_low,0.2439
1,24.0,1,0,20.33,1,False,False,True,3,6.776666666666666,2,-0.5786208146267662,3.0601145324832597,Adult,Survived,1st Class,-0.3924,-0.1928,0,1,Q3_mid_high,0.6343
3,40.3,1,0,13.54,0,True,False,True,1,13.54,2,-0.3357163309063676,2.6769034721053733,Middle-Aged,Did Not Survive,3rd Class,0.9511,-0.3355,0,1,Q3_mid_high,0.2439
3,10.2,0,1,1.12,0,True,True,False,1,1.12,2,-0.5969986073868204,0.7514160886839212,Child,Did Not Survive,3rd Class,-1.5299,-0.5967,0,0,Q1_low,0.2439
3,23.6,1,0,6.17,1,False,False,True,1,6.17,2,-0.4907606447276992,1.969905654611529,Adult,Survived,3rd Class,-0.4254,-0.4905,0,0,Q2_mid_low,0.2439
2,33.6,0,0,24.9,1,False,False,True,2,12.45,1,-0.1934670159483321,3.254242968705492,Adult,Survived,2nd Class,0.3988,-0.0967,1,1,Q3_mid_high,0.4615
1,48.5,0,0,52.29,0,False,False,False,3,17.43,1,1.4384278704735414,3.975748696308691,Middle-Aged,Did Not Survive,1st Class,1.6269,0.4792,1,1,Q4_high,0.6343
1,35.9,0,0,83.91,0,True,False,True,3,27.97,1,3.434018590838739,4.441591872011272,Middle-Aged,Did Not Survive,1st Class,0.5884,1.144,1,1,Q4_high,0.6343
